Crawler,"Crawling date",position
BE_BRUSSELS,"20-04-2022 13:20:39",1
BE_LIEGE,"20-04-2022 13:20:57",1
BE_ATH,"20-04-2022 13:21:35",1
BE_WEST_FLANDERS,"20-04-2022 13:21:58",1
BE_EAST_FLANDERS,"20-04-2022 13:22:17",1
BE_LIMBURG,"20-04-2022 13:22:35",1
BE_ANTWERP,"21-04-2022 01:20:21",1
BE_BRUSSELS,"21-04-2022 01:20:39",1
BE_LIEGE,"21-04-2022 01:20:58",1
BE_ATH,"21-04-2022 01:21:54",1
BE_EAST_FLANDERS,"21-04-2022 01:22:12",1
BE_LIMBURG,"21-04-2022 01:22:48",1
BE_WEST_FLANDERS,"21-04-2022 01:23:31",1
BE_ANTWERP,"21-04-2022 13:20:30",1
BE_ATH,"21-04-2022 13:20:44",1
BE_BRUSSELS,"21-04-2022 13:20:43",1
BE_LIEGE,"21-04-2022 13:21:09",1
BE_WEST_FLANDERS,"21-04-2022 13:21:49",1
BE_EAST_FLANDERS,"21-04-2022 13:22:13",1
BE_LIMBURG,"21-04-2022 13:22:43",1
BE_ANTWERP,"22-04-2022 01:20:27",1
BE_BRUSSELS,"22-04-2022 01:20:58",1
BE_LIEGE,"22-04-2022 01:21:11",1
BE_WEST_FLANDERS,"22-04-2022 01:22:06",1
BE_EAST_FLANDERS,"22-04-2022 01:22:19",1
BE_LIMBURG,"22-04-2022 01:22:49",1
BE_ATH,"22-04-2022 01:24:39",1
BE_ANTWERP,"22-04-2022 13:20:37",1
BE_BRUSSELS,"22-04-2022 13:20:56",1
BE_LIEGE,"22-04-2022 13:21:18",1
BE_ATH,"22-04-2022 13:21:53",1
BE_EAST_FLANDERS,"22-04-2022 13:22:10",1
BE_WEST_FLANDERS,"22-04-2022 13:22:30",1
BE_LIMBURG,"22-04-2022 13:23:00",1
BE_ANTWERP,"23-04-2022 01:20:29",1
BE_BRUSSELS,"23-04-2022 01:20:43",1
BE_LIEGE,"23-04-2022 01:21:09",1
BE_WEST_FLANDERS,"23-04-2022 01:22:09",1
BE_EAST_FLANDERS,"23-04-2022 01:22:25",1
BE_ATH,"23-04-2022 01:22:36",1
BE_LIMBURG,"23-04-2022 01:23:24",1
BE_ANTWERP,"23-04-2022 13:20:33",1
BE_BRUSSELS,"23-04-2022 13:20:42",1
BE_LIEGE,"23-04-2022 13:21:20",1
BE_ATH,"23-04-2022 13:21:27",1
BE_WEST_FLANDERS,"23-04-2022 13:22:01",1
BE_EAST_FLANDERS,"23-04-2022 13:22:45",1
BE_LIMBURG,"23-04-2022 13:23:23",1
BE_ANTWERP,"24-04-2022 01:19:29",1
BE_BRUSSELS,"24-04-2022 01:21:00",1
BE_LIEGE,"24-04-2022 01:21:07",1
BE_WEST_FLANDERS,"24-04-2022 01:22:15",1
BE_EAST_FLANDERS,"24-04-2022 01:22:11",1
BE_ATH,"24-04-2022 01:22:27",1
BE_LIMBURG,"24-04-2022 01:23:17",1
BE_ANTWERP,"24-04-2022 13:20:41",1
BE_BRUSSELS,"24-04-2022 13:21:03",1
BE_LIEGE,"24-04-2022 13:21:44",1
BE_ATH,"24-04-2022 13:21:47",1
BE_EAST_FLANDERS,"24-04-2022 13:22:13",1
BE_WEST_FLANDERS,"24-04-2022 13:22:31",1
BE_LIMBURG,"24-04-2022 13:23:40",1
BE_ANTWERP,"25-04-2022 01:20:43",1
BE_BRUSSELS,"25-04-2022 01:20:57",1
BE_LIEGE,"25-04-2022 01:21:27",1
BE_WEST_FLANDERS,"25-04-2022 01:22:11",1
BE_EAST_FLANDERS,"25-04-2022 01:22:20",1
BE_ATH,"25-04-2022 01:22:36",1
BE_LIMBURG,"25-04-2022 01:23:41",1
BE_ANTWERP,"25-04-2022 13:20:43",1
BE_BRUSSELS,"25-04-2022 13:20:57",1
BE_LIEGE,"25-04-2022 13:21:22",1
BE_WEST_FLANDERS,"25-04-2022 13:21:55",1
BE_ATH,"25-04-2022 13:22:12",1
BE_EAST_FLANDERS,"25-04-2022 13:22:32",1
BE_LIMBURG,"25-04-2022 13:23:39",1
BE_ATH,"26-04-2022 01:20:22",1
BE_ANTWERP,"26-04-2022 01:20:25",1
BE_LIEGE,"26-04-2022 01:21:09",1
BE_WEST_FLANDERS,"26-04-2022 01:21:43",1
BE_EAST_FLANDERS,"26-04-2022 01:22:07",1
BE_LIMBURG,"26-04-2022 01:23:26",1
BE_ANTWERP,"26-04-2022 13:20:36",1
BE_BRUSSELS,"26-04-2022 13:20:50",1
BE_LIEGE,"26-04-2022 13:21:28",1
BE_WEST_FLANDERS,"26-04-2022 13:21:45",1
BE_ATH,"26-04-2022 13:21:46",1
BE_EAST_FLANDERS,"26-04-2022 13:22:37",1
BE_LIMBURG,"26-04-2022 13:23:37",1
BE_ANTWERP,"27-04-2022 01:20:47",1
BE_BRUSSELS,"27-04-2022 01:20:51",1
BE_LIEGE,"27-04-2022 01:21:17",1
BE_WEST_FLANDERS,"27-04-2022 01:21:49",1
BE_ATH,"27-04-2022 01:22:18",1
BE_EAST_FLANDERS,"27-04-2022 01:22:37",1
BE_LIMBURG,"27-04-2022 01:23:46",1
BE_ANTWERP,"27-04-2022 13:20:42",1
BE_BRUSSELS,"27-04-2022 13:20:49",1
BE_WEST_FLANDERS,"27-04-2022 13:21:32",1
BE_ATH,"27-04-2022 13:21:52",1
BE_LIEGE,"27-04-2022 13:22:07",1
BE_EAST_FLANDERS,"27-04-2022 13:22:14",1
BE_LIMBURG,"27-04-2022 13:22:47",1
BE_BRUSSELS,"28-04-2022 01:20:45",1
BE_ANTWERP,"28-04-2022 01:20:49",1
BE_WEST_FLANDERS,"28-04-2022 01:21:10",1
BE_LIEGE,"28-04-2022 01:21:43",1
BE_EAST_FLANDERS,"28-04-2022 01:21:57",1
BE_ATH,"28-04-2022 01:21:53",1
BE_LIMBURG,"28-04-2022 01:22:41",1
BE_ANTWERP,"28-04-2022 13:20:35",1
BE_BRUSSELS,"28-04-2022 13:20:56",1
BE_WEST_FLANDERS,"28-04-2022 13:21:52",1
BE_LIEGE,"28-04-2022 13:21:53",1
BE_ATH,"28-04-2022 13:22:01",1
BE_EAST_FLANDERS,"28-04-2022 13:22:43",1
BE_LIMBURG,"28-04-2022 13:23:26",1
BE_BRUSSELS,"29-04-2022 01:20:12",1
BE_ANTWERP,"29-04-2022 01:20:42",1
BE_LIEGE,"29-04-2022 01:21:42",1
BE_WEST_FLANDERS,"29-04-2022 01:21:46",1
BE_ATH,"29-04-2022 01:21:54",1
BE_EAST_FLANDERS,"29-04-2022 01:22:32",1
BE_LIMBURG,"29-04-2022 01:23:37",1
BE_BRUSSELS,"29-04-2022 13:19:55",1
BE_ANTWERP,"29-04-2022 13:20:45",1
BE_WEST_FLANDERS,"29-04-2022 13:20:54",1
BE_LIEGE,"29-04-2022 13:21:22",1
BE_ATH,"29-04-2022 13:21:55",1
BE_LIMBURG,"29-04-2022 13:23:59",1
BE_EAST_FLANDERS,"29-04-2022 13:26:07",1
BE_BRUSSELS,"30-04-2022 01:20:16",1
BE_ANTWERP,"30-04-2022 01:20:46",1
BE_LIEGE,"30-04-2022 01:21:51",1
BE_ATH,"30-04-2022 01:22:01",1
BE_LIMBURG,"30-04-2022 01:22:12",1
BE_WEST_FLANDERS,"30-04-2022 01:22:21",1
BE_EAST_FLANDERS,"30-04-2022 01:23:09",1
BE_ANTWERP,"30-04-2022 13:20:38",1
BE_BRUSSELS,"30-04-2022 13:20:54",1
BE_LIEGE,"30-04-2022 13:21:29",1
BE_ATH,"30-04-2022 13:21:38",1
BE_WEST_FLANDERS,"30-04-2022 13:21:53",1
BE_EAST_FLANDERS,"30-04-2022 13:23:23",1
BE_LIMBURG,"30-04-2022 13:24:05",1
BE_ANTWERP,"01-05-2022 01:20:48",1
BE_BRUSSELS,"01-05-2022 01:20:52",1
BE_ATH,"01-05-2022 01:21:40",1
BE_WEST_FLANDERS,"01-05-2022 01:22:16",1
BE_LIEGE,"01-05-2022 01:22:53",1
BE_EAST_FLANDERS,"01-05-2022 01:23:35",1
BE_LIMBURG,"01-05-2022 01:24:22",1
BE_ANTWERP,"01-05-2022 13:20:45",1
BE_BRUSSELS,"01-05-2022 13:21:02",1
BE_ATH,"01-05-2022 13:21:47",1
BE_WEST_FLANDERS,"01-05-2022 13:21:54",1
BE_LIEGE,"01-05-2022 13:22:54",1
BE_EAST_FLANDERS,"01-05-2022 13:23:36",1
BE_LIMBURG,"01-05-2022 13:33:00",1
BE_EAST_FLANDERS,"02-05-2022 01:22:11",1
BE_BRUSSELS,"02-05-2022 01:23:19",1
BE_WEST_FLANDERS,"02-05-2022 01:24:10",1
BE_ATH,"02-05-2022 01:24:52",1
BE_LIEGE,"02-05-2022 01:26:38",1
BE_LIMBURG,"02-05-2022 01:40:55",1
BE_ANTWERP,"02-05-2022 13:22:04",1
BE_EAST_FLANDERS,"02-05-2022 13:24:01",1
BE_WEST_FLANDERS,"02-05-2022 13:24:37",1
BE_BRUSSELS,"02-05-2022 13:28:56",1
BE_ATH,"02-05-2022 13:31:40",1
BE_LIEGE,"02-05-2022 13:35:37",1
BE_LIMBURG,"02-05-2022 13:55:50",1
BE_ANTWERP,"03-05-2022 01:22:21",1
BE_BRUSSELS,"03-05-2022 01:23:51",1
BE_EAST_FLANDERS,"03-05-2022 01:24:02",1
BE_WEST_FLANDERS,"03-05-2022 01:30:14",1
BE_LIEGE,"03-05-2022 01:35:08",1
BE_LIMBURG,"03-05-2022 02:07:26",1
BE_ANTWERP,"03-05-2022 13:19:43",1
BE_ATH,"03-05-2022 13:20:47",1
BE_WEST_FLANDERS,"03-05-2022 13:21:02",1
BE_LIEGE,"03-05-2022 13:22:08",1
BE_BRUSSELS,"03-05-2022 13:23:29",1
BE_EAST_FLANDERS,"03-05-2022 13:23:36",1
BE_LIMBURG,"03-05-2022 13:33:35",1
BE_ANTWERP,"04-05-2022 01:19:48",1
BE_LIEGE,"04-05-2022 01:20:59",1
BE_WEST_FLANDERS,"04-05-2022 01:21:20",1
BE_ATH,"04-05-2022 01:22:56",1
BE_EAST_FLANDERS,"04-05-2022 01:22:59",1
BE_BRUSSELS,"04-05-2022 01:24:23",1
BE_LIMBURG,"04-05-2022 01:33:12",1
BE_ANTWERP,"04-05-2022 13:19:39",1
BE_WEST_FLANDERS,"04-05-2022 13:21:09",1
BE_LIEGE,"04-05-2022 13:21:51",1
BE_EAST_FLANDERS,"04-05-2022 13:23:01",1
BE_BRUSSELS,"04-05-2022 13:23:18",1
BE_ATH,"04-05-2022 13:26:35",1
BE_LIMBURG,"04-05-2022 13:34:08",1
BE_ANTWERP,"05-05-2022 01:20:38",1
BE_LIEGE,"05-05-2022 01:22:13",1
BE_BRUSSELS,"05-05-2022 01:23:25",1
BE_EAST_FLANDERS,"05-05-2022 01:23:35",1
BE_ATH,"05-05-2022 01:25:56",1
BE_WEST_FLANDERS,"05-05-2022 01:28:33",1
BE_LIMBURG,"05-05-2022 01:32:30",1
BE_ANTWERP,"05-05-2022 13:22:12",1
BE_LIEGE,"05-05-2022 13:22:46",1
BE_EAST_FLANDERS,"05-05-2022 13:23:43",1
BE_WEST_FLANDERS,"05-05-2022 13:29:41",1
BE_BRUSSELS,"05-05-2022 13:30:19",1
BE_ATH,"05-05-2022 13:33:18",1
BE_LIMBURG,"05-05-2022 13:43:15",1
BE_EAST_FLANDERS,"06-05-2022 01:23:40",1
BE_LIEGE,"06-05-2022 01:27:28",1
BE_ANTWERP,"06-05-2022 01:27:51",1
BE_WEST_FLANDERS,"06-05-2022 01:30:00",1
BE_BRUSSELS,"06-05-2022 01:39:22",1
BE_ATH,"06-05-2022 01:42:54",1
BE_LIMBURG,"06-05-2022 01:56:33",1
BE_EAST_FLANDERS,"06-05-2022 13:26:16",1
BE_ANTWERP,"06-05-2022 13:37:25",1
BE_LIEGE,"06-05-2022 13:37:28",1
BE_WEST_FLANDERS,"06-05-2022 13:40:58",1
BE_BRUSSELS,"06-05-2022 13:50:37",1
BE_ATH,"06-05-2022 13:53:00",1
BE_LIMBURG,"06-05-2022 13:58:31",1
BE_EAST_FLANDERS,"07-05-2022 01:27:34",1
BE_ANTWERP,"07-05-2022 01:43:28",1
BE_LIEGE,"07-05-2022 01:43:42",1
BE_WEST_FLANDERS,"07-05-2022 01:49:11",1
BE_ATH,"07-05-2022 01:53:27",1
BE_BRUSSELS,"07-05-2022 01:56:54",1
BE_LIMBURG,"07-05-2022 02:07:51",1
BE_EAST_FLANDERS,"07-05-2022 13:26:48",1
BE_ANTWERP,"07-05-2022 13:47:41",1
BE_LIEGE,"07-05-2022 13:48:22",1
BE_WEST_FLANDERS,"07-05-2022 13:50:30",1
BE_BRUSSELS,"07-05-2022 13:53:25",1
BE_ATH,"07-05-2022 13:55:23",1
BE_LIMBURG,"07-05-2022 14:08:12",1
BE_EAST_FLANDERS,"08-05-2022 01:33:29",1
BE_LIEGE,"08-05-2022 01:47:01",1
BE_BRUSSELS,"08-05-2022 01:47:10",1
BE_WEST_FLANDERS,"08-05-2022 01:49:30",1
BE_ANTWERP,"08-05-2022 01:51:43",1
BE_ATH,"08-05-2022 01:59:45",1
BE_LIMBURG,"08-05-2022 02:17:32",1
BE_EAST_FLANDERS,"08-05-2022 13:33:48",1
BE_BRUSSELS,"08-05-2022 13:49:45",1
BE_ANTWERP,"08-05-2022 13:50:22",1
BE_WEST_FLANDERS,"08-05-2022 13:50:22",1
BE_LIEGE,"08-05-2022 13:54:27",1
BE_ATH,"08-05-2022 13:55:06",1
BE_LIMBURG,"08-05-2022 14:08:56",1
BE_EAST_FLANDERS,"09-05-2022 01:40:14",1
BE_WEST_FLANDERS,"09-05-2022 01:49:32",1
BE_BRUSSELS,"09-05-2022 01:49:58",1
BE_ANTWERP,"09-05-2022 01:51:24",1
BE_LIEGE,"09-05-2022 01:56:13",1
BE_ATH,"09-05-2022 01:59:29",1
BE_LIMBURG,"09-05-2022 02:08:45",1
BE_EAST_FLANDERS,"09-05-2022 13:43:31",1
BE_BRUSSELS,"09-05-2022 13:49:42",1
BE_WEST_FLANDERS,"09-05-2022 13:51:14",1
BE_ANTWERP,"09-05-2022 13:55:04",1
BE_ATH,"09-05-2022 13:58:17",1
BE_LIEGE,"09-05-2022 13:58:59",1
BE_LIMBURG,"09-05-2022 14:16:57",1
BE_EAST_FLANDERS,"10-05-2022 01:46:38",1
BE_BRUSSELS,"10-05-2022 01:51:24",1
BE_ANTWERP,"10-05-2022 01:55:05",1
BE_WEST_FLANDERS,"10-05-2022 01:56:28",1
BE_LIEGE,"10-05-2022 01:56:46",1
BE_ATH,"10-05-2022 02:02:13",1
BE_LIMBURG,"10-05-2022 02:13:15",1
BE_ATH,"10-05-2022 13:20:46",1
BE_ANTWERP,"10-05-2022 13:24:00",1
BE_EAST_FLANDERS,"10-05-2022 13:44:58",1
BE_LIEGE,"10-05-2022 13:50:55",1
BE_BRUSSELS,"10-05-2022 13:54:06",1
BE_WEST_FLANDERS,"10-05-2022 13:59:29",1
BE_LIMBURG,"10-05-2022 14:09:30",1
BE_ATH,"11-05-2022 01:20:56",1
BE_ANTWERP,"11-05-2022 01:23:23",1
BE_EAST_FLANDERS,"11-05-2022 01:49:56",1
